Brewery Name,City,State,Country,Year Established,Still in Business?,Closed?
One Eyed Buffalo Brewing Co,Thermopolis,Wyoming,UNITED STATES,2015,Y,N
Stapleton Brewing,Denver,Colorado,UNITED STATES,2011,N,Y
Kauai Beer Company,Lihue,Hawaii,UNITED STATES,2013,Y,N
Petoskey Brewing,Petoskey,Michigan,UNITED STATES,2012,Y,N
Berthound Brewing Co.,Berthoud,Colorado,UNITED STATES,2014,Y,N
Raices Brewing Co.,Boulder,Colorado,UNITED STATES,2016,N,Y
Two Henrys Brewing Company,Plant City,Florida,UNITED STATES,2013,Y,N
Hop Dogma Brewing Company,El Granada,California,UNITED STATES,2012,Y,N
Twisted Barley Brewing Co,Jasper,Alabama,UNITED STATES,2015,Y,N
Policy Kings Brewery,Cedar city,Utah,UNITED STATES,2016,Y,N
Echo Brewing Company,Frederick,Colorado,UNITED STATES,2011,Y,N
Upstate Brewing Company,Elmira,New York,UNITED STATES,2011,Y,N
Singlecut Beersmiths,Astoria,New York,UNITED STATES,2012,Y,N
Geaghan Brothers Brewing,Bangor,Maine,UNITED STATES,2011,Y,N
Arch Rock Brewing Company,Gold Beach,Oregon,UNITED STATES,2012,Y,N
FERMÆNTRA,Denver,Colorado,UNITED STATES,2014,Y,N
Horse & Dragon Brewing Company,Fort Collins,Colorado,UNITED STATES,2014,Y,N
One Well Brewing,Kalamazoo,Michigan,UNITED STATES,2014,Y,N
Fetch Brewing,Whitehall,Michigan,UNITED STATES,2014,Y,N
Source Farmhouse Brewery,Colts Neck,New Jersey,UNITED STATES,2017,Y,N
Actual Brewing Co.,Columbus,Ohio,UNITED STATES,2012,Y,N
Tow Yard Brewing Co.,Indianapolis,Indiana,UNITED STATES,2014,N,Y
Strong Arm Brewing,Renton,Washington,UNITED STATES,2012,Y,N
2 Towns Ciderhouse,Corvallis,Oregon,UNITED STATES,2010,Y,N
Steadfast Beer Company,Albany,New York,UNITED STATES,2009,Y,N
Jailbreak Brewing Company,Laurel,Maryland,UNITED STATES,2013,Y,N
Batch Brewing Company,Detroit,Michigan,UNITED STATES,2013,Y,N
T.W. Pitchers',San Francisco,California,UNITED STATES,2013,Y,N
608 Brewing Company,La Crosse,Wisconsin,UNITED STATES,2018,Y,N
Beaver View Brew Co,Albion,Nebraska,UNITED STATES,2010,N,Y
Southern Barrel Brewing Co.,Bluffton,South Carolina,UNITED STATES,2015,Y,N
Hardware Sustainable Gastropub and Brewery,North Aurora,Illinois,UNITED STATES,2016,Y,N
Pacific Brewing Laboratory,San Francisco,California,UNITED STATES,2010,Y,N
Three Angels Brewing,Yorkville,Illinois,UNITED STATES,2011,Y,N
Commonwealth Brewing Co.,Virginia Beach,Virginia,UNITED STATES,2015,Y,N
Black Dragon Brewery,Woodland,California,UNITED STATES,2012,N,Y
Karben4 Brewing,Madison,Wisconsin,UNITED STATES,2012,Y,N
Midnight Brewery,Rockville,Virginia,UNITED STATES,2011,Y,N
Funky Bow Brewery and Beer Company,Lyman,Maine,UNITED STATES,2013,Y,N
Griess Family Brews,Grants Pass,Oregon,UNITED STATES,2013,Y,N
St. Brigid's Brewery,Moses Lake,Washington,UNITED STATES,2011,Y,N
Mad Fritz,St. Helena,California,UNITED STATES,2014,Y,N
Salt Springs Brewery,Saline,Michigan,UNITED STATES,2015,Y,N
Bruz Beers,Denver,Colorado,UNITED STATES,2016,Y,N
Wedgewood Brewing Co.,Middlebury,Indiana,UNITED STATES,2016,Y,N
CIB Brewery,Carson,Iowa,UNITED STATES,2011,Y,N
Jester King Craft Brewery,Austin,Texas,UNITED STATES,2010,Y,N
Throwback Brewery,North Hampton,New Hampshire,UNITED STATES,2011,Y,N
Brävery Brewing,Lancaster,California,UNITED STATES,2011,Y,N
Dangerous Man Brewing Company,Minneapolis,Minnesota,UNITED STATES,2012,Y,N
Steel Bender Brewyard,Albuquerque,New Mexico,UNITED STATES,2017,Y,N
Alternation Brewing Company,Denver,Colorado,UNITED STATES,2017,Y,N
Paradox Beer Company,Divide,Colorado,UNITED STATES,2012,Y,N
Evolution Craft Brewing Company,Salisbury,Maryland,UNITED STATES,2009,Y,N
Penrose Brewing Company,Geneva,Illinois,UNITED STATES,2013,Y,N
Fall River Brewing Company,Redding,California,UNITED STATES,2012,Y,N
Stony Lake Brewing Company,Saline,Michigan,UNITED STATES,2014,Y,N
Red Cypress Brewery,Winter Springs,Florida,UNITED STATES,2015,Y,N
Immersion Brewing,Bend,Oregon,UNITED STATES,2016,Y,N
2 Feet Brewing Company,Bangor,Maine,UNITED STATES,2016,Y,N
Kokopelli Beer Company,Westminster,Colorado,UNITED STATES,2012,Y,N
Elk Valley Brewing Co.,Oklahoma City,Oklahoma,UNITED STATES,2013,Y,N
ColdFire Brewing,Eugene,Oregon,UNITED STATES,2015,Y,N
Lincoln Brewing Co.,Raleigh,North Carolina,UNITED STATES,2015,Y,N
Fifth Ward Brewing Company,Oshkosh,Wisconsin,UNITED STATES,2017,Y,N
Sleepy Dog Brewery,Tempe,Arizona,UNITED STATES,2009,Y,N
South Park Brewing Company,San Diego,California,UNITED STATES,2014,Y,N
Fair Winds Brewing Company,Lorton,Virginia,UNITED STATES,2015,Y,N
Seven Stills Brewery and Distillery,San Francisco,California,UNITED STATES,2012,Y,N
Vault Brewing Company,Yardley,Pennsylvania,UNITED STATES,2012,Y,N
Unruly Brewery,Muskegon,Michigan,UNITED STATES,2013,Y,N
Hardywood Pilot Brewery & Taproom,Charlottesville,Virginia,UNITED STATES,2017,Y,N
Cleophus Quealy Beer Company,San Leandro,California,UNITED STATES,2014,Y,N
Czann's Brewing,Nashville,Tennessee,UNITED STATES,2011,Y,N
Daytona Beach Brewing Company,Daytona Beach,Florida,UNITED STATES,2014,Y,N
The Farm Brewery at Broad Run,Broad Run,Virginia,UNITED STATES,2017,Y,N
Fifth Street Brewpub,Dayton,Ohio,UNITED STATES,2012,Y,N
Garagiste Meadery,Tampa,Florida,UNITED STATES,2016,Y,N
Hanging Hills Brewing Company,Hartford,Connecticut,UNITED STATES,2014,Y,N
"DasBrew, Inc.",Fremont,California,UNITED STATES,2009,Y,N
St Elmo Brewing Company,Austin,Texas,UNITED STATES,2016,Y,N
Good Measure,Northfield,Vermont,UNITED STATES,2016,Y,N
New Boundary,Cheney,Washington,UNITED STATES,2015,N,Y
Colorado Boy Pizzeria & Brewery,Montrose,Colorado,UNITED STATES,2013,Y,N
Figurehead Brewing,Seattle,Washington,UNITED STATES,2016,Y,N
Great Heights Brewing,Houston,Texas,UNITED STATES,2017,Y,N
CottonTown Brew Lab,Columbia,South Carolina,UNITED STATES,2017,Y,N
Cannon Ball Brewing Company,Indianapolis,Indiana,UNITED STATES,2016,Y,N
New Terrain Brewing Company,Golden,Colorado,UNITED STATES,2016,Y,N
Väsen Brewing Company,Richmond,Virginia,UNITED STATES,2017,Y,N
Hansa Brewery,Cleveland,Ohio,UNITED STATES,2016,Y,N
Shoe Tree Brewing Co,Carson City,Nevada,UNITED STATES,2017,Y,N
Devil's Creek Brewery,Collingswood,New Jersey,UNITED STATES,2015,Y,N
Big Grove Brewery and Tap Room,Iowa City,Iowa,UNITED STATES,2017,Y,N
Missouri Beer Company,O'Fallon,Missouri,UNITED STATES,2016,Y,N
Culver Beer Company,Carlsbad,California,UNITED STATES,2015,Y,N
Cerberus Brewing,Colorado Springs,Colorado,UNITED STATES,2016,Y,N
Dungeon Hollow Brewing Company,Bloomingdale,Ohio,UNITED STATES,2017,Y,N
Printer's Ale Manufacturing Co.,Carrolton,Georgia,UNITED STATES,2016,Y,N
Natchez Brewing Company,Natchez,Mississippi,UNITED STATES,2014,Y,N
Neighborhood Beer Co.,Exeter,New Hampshire,UNITED STATES,2015,N,Y
Next Door Brewing Company,Madison,Wisconsin,UNITED STATES,2013,Y,N
Hermiston Brewing Company,Hermiston,Oregon,UNITED STATES,2013,Y,N
DESTIHL Brewery,Normal,Illinois,UNITED STATES,2013,Y,N
North Center Brewing Company,Northville,Michigan,UNITED STATES,2014,Y,N
North Channel Brewing,Manistee,Michigan,UNITED STATES,2017,Y,N
North High Brewing,Columbus,Ohio,UNITED STATES,2011,Y,N
North High Brewing,Columbus,Ohio,UNITED STATES,2011,Y,N
Modern Times Beer,San Diego,California,UNITED STATES,2012,Y,N
North Rim Brewing,Bend,Oregon,UNITED STATES,2013,Y,Y
Northern Neck Brewing Compny,Reedville,Virginia,UNITED STATES,2018,Y,Y
Northern Oak Brewery,Holly,Michigan,UNITED STATES,2015,Y,N
Northern Row Brewery,Cincinnati,Ohio,UNITED STATES,2018,Y,N
North Peak Brewing Company,Dexter,Michigan,UNITED STATES,2009,Y,N
Northport Brewing Company,Northport,Michigan,UNITED STATES,2014,Y,N
Numbers Brewing Company,Lisbon,Ohio,UNITED STATES,2013,Y,N
Obed and Isaac's,Peoria,Illinois,UNITED STATES,2011,Y,N
Ober Brewing Company,Salem,Virginia,UNITED STATES,2017,Y,N
Twin Peaks Brewing Co.,Odessa,Texas,UNITED STATES,2013,Y,N
Odonata Beer Company,Sacramento,California,UNITED STATES,2013,Y,N
New Buffalo Brewing Company,Akron,New York,UNITED STATES,2012,Y,N
Ola Brew Co.,Kailua-Kona,Hawaii,UNITED STATES,2017,Y,N
Old Majestic Brewing Co.,Mobile,Alabama,UNITED STATES,2019,Y,N
Six Row Brewing Company,St. Louis,Missouri,UNITED STATES,2009,N,Y
Old Soul Brewing,Fort Myers,Florida,UNITED STATES,2014,Y,N
Old Town Brewing,Portland,Oregon,UNITED STATES,2011,Y,N
Olde Salem Brewing Company,Salem,Virginia,UNITED STATES,2017,Y,N
OpenRoad Brewery,Wayland,Michigan,UNITED STATES,2016,Y,N
Optimism,Seattle,Washington,UNITED STATES,2015,Y,N
OUTLAW Brewery,Lake Havasu City,Arizona,UNITED STATES,2010,N,Y
Panacea Meadery,Sioux Falls,South Dakota,UNITED STATES,2016,Y,N
Brewmaster Jack,Holyoke,Massachusetts,UNITED STATES,2011,Y,N
Paradox Brewery,Schroon Lake,New York,UNITED STATES,2013,Y,N
Pateros Creek Brewing Company,Fort Collins,Colorado,UNITED STATES,2010,Y,N
Free Will Brewing Company,Lahaska,Pennsylvania,UNITED STATES,2011,Y,N
Pegasus City,Dallas,Texas,UNITED STATES,2017,Y,N
Peoria Artisan Brewery,Peoria,Arizona,UNITED STATES,2013,Y,N
Percival Beer Company,Norwood,Massachusetts,UNITED STATES,2010,Y,N
Perfect Plain Brewing Co.,Pensacola,Florida,UNITED STATES,2017,Y,N
Periodic Brewing,Northglenn,Colorado,UNITED STATES,2015,Y,N
Ponysaurus Brewing,Durham,North Carolina,UNITED STATES,2013,Y,N
Oxbow Brewing Company,Portland,Maine,UNITED STATES,2011,Y,N
Poseidon Brewing Company,Ventura,California,UNITED STATES,2013,Y,N
Powder Keg Brewing,Niwot,Colorado,UNITED STATES,2014,N,Y
Nimble Hill Brewing Company,Mehoopany,Pennsylvania,UNITED STATES,2012,Y,N
High Heel Brewing,Jacksonville,Florida,UNITED STATES,2016,Y,N
Belching Beaver Brewery,Vista,California,UNITED STATES,2012,Y,N
Railroad City Brewing Company,Altoona,Pennsylvania,UNITED STATES,2013,Y,N
River's Edge Brewing Co.,Milford,Michigan,UNITED STATES,2014,Y,N
Public House Brewing Company,Rolla,Missouri,UNITED STATES,2010,Y,N
Falling Sky,Eugene,Oregon,UNITED STATES,2012,Y,N
Sufferfest Beer Company,San Francisco,California,UNITED STATES,2016,Y,N
Territorial Brewing Company,Springfield,Michigan,UNITED STATES,2014,Y,N
The Beer Diviner,Stephentown,New York,UNITED STATES,2012,Y,N
The Bold Mariner Brewing Company,Norfolk,Virginia,UNITED STATES,2015,Y,N
Carrollwood Brewing Company,Tampa,Florida,UNITED STATES,2015,Y,N
The Brewer's Cabinet,Reno,Nevada,UNITED STATES,2012,Y,N
North Peak Brewing Company,Traverse City,Michigan,UNITED STATES,2009,Y,N
Home of the Brave Brewing Co.,Honolulu,Hawaii,UNITED STATES,2009,Y,N
The Filling Station Microbrewery,Traverse City,Michigan,UNITED STATES,2012,Y,N
The Good Liquid Brewing Company,Bradenton,Florida,UNITED STATES,2017,Y,N
The Grain Shed,Spokane,Washington,UNITED STATES,2018,Y,N
The Granary 'Cue & Brew,San Antonio,Texas,UNITED STATES,2012,Y,N
The Knuckle Brewing Company,Sturgis,South Dakota,UNITED STATES,2014,Y,N
Bad Lab Beer Co.,Somersworth,New Hampshire,UNITED STATES,2016,Y,N
902 Brewing Company,Hoboken,New Jersey,UNITED STATES,2012,Y,N
192 Brewing Company,Kenmore,Washington,UNITED STATES,2009,Y,N
Lookout Farms Brewing & Cider Co.,South Natick,Maine,UNITED STATES,2015,Y,N
The Mitten Brewing Co,Northport,MI,UNITED STATES,2012,Y,N
Old Bakery Beer Company,Alton,Illinois,UNITED STATES,2014,Y,N
The Old Mine,Erie,Colorado,UNITED STATES,2013,Y,N
The Olde Mecklenburg Brewery,Charlotte,North Carolina,UNITED STATES,2009,Y,N
Seven Stills Brewery and Distillery,San Francisco,California,UNITED STATES,2012,Y,Y
The Peoples Cider Company,Grand Rapids,Michigan,UNITED STATES,2011,Y,N
Ravinia Brewing Company,Highland Park,Illinois,UNITED STATES,2017,Y,N
The Tap Brewery,Indianapolis,Indiana,UNITED STATES,2014,Y,N
Third Colony Brewery,Manchester,New Hampshire,UNITED STATES,2013,Y,N
Third Street Brewhouse,Cold Spring,Minnesota,UNITED STATES,2012,Y,N
Thirsty Monk Brewery,Denver,Colorado,UNITED STATES,2012,Y,N
Thirsty Monk Brewery,Portland,Oregon,UNITED STATES,2012,Y,N
Three Notch'd Brewing Company,Charlottesville,Virginia,UNITED STATES,2012,Y,N
Three Notch'd Brewing Company,Charlottesville,Virginia,UNITED STATES,2012,Y,N
Tin Bridge Brewing Company,Westfield,Massachusetts,UNITED STATES,2014,Y,N
Tin Man Brewing Company,Kokomo,Indiana,UNITED STATES,2012,Y,N
Tin Whiskers Brewing Company,St. Paul,Minnesota,UNITED STATES,2014,Y,N
Tired Hands Brewing Company,Ardmore,Pennsylvania,UNITED STATES,2011,Y,N
Top Rung Brewing Company,Lacey,Washington,UNITED STATES,2014,Y,N
Truth or Consequences Brewing Company,Truth or Consequences,New Mexico,UNITED STATES,2016,Y,N
Tuned Up Brewing Company,Spring City,Pennsylvania,UNITED STATES,2014,Y,N
Turning Point Beer,Bedford,Texas,UNITED STATES,2018,Y,N
Twin Peaks Brewing Co.,Irving,Texas,UNITED STATES,2013,Y,N
Twisted Manzanita Ales,San Diego,California,UNITED STATES,2010,Y,Y
Greenstar Brewing,Chicago,Illinois,UNITED STATES,2014,Y,N
Deepwater Brewing Company,Blue Hill,Maine,UNITED STATES,2011,Y,N
Vail Brewing Company,Vail,Colorado,UNITED STATES,2014,Y,N
Viewpoint Brewing,San Diego,California,UNITED STATES,2017,Y,N
Wacker Brewing Company,Lancaster,Pennsylvania,UNITED STATES,2014,Y,N
Whistle Punk,Spokane,Washington,UNITED STATES,2017,Y,N
Wild Side Brewing Company,Grand Rapids,Ohio,UNITED STATES,2016,Y,N
Wishful Acres Farm & Brewery,Lena,Illinois,UNITED STATES,2016,Y,N
Zipline Brewing Co.,Lincoln,Nebraska,UNITED STATES,2012,Y,N
